02f21 6b86b
b3a00 95487
d9ba8 75c8c
36f13 62b72
c539a fd21b
b3605 e5b75
5d14b 8f663
ed7b7 a00f3
79bb0 d488a
0111e a829b
4421a 6cc84
53584 337ca
bf5c4 53b92
c071d 74899
63877 624ea
a5e2a 8e20f
5d281 ce0cf
8d5eb bf5f5
16696 f9552
45876 41161
b65a5 27f6c
f4b91 bdff9
b0e7a bc3fa
62249 42d44
2da5a c64f4
d5d80 afbad
7a2db 2d03f
754c1 2369a
ef6c7 c133b
84226 9a0a6
ba111 5779d
1859d b92a4
a621c b4641
8ef18 bb63b
a20ce 67577
62d14 dbcf7
62bf2 23180
e2efa 25d8f
6769e 70010
88ac1 de0d8
b944d 385b8
c3f0a 2cf2e
85e93 df08d
236a6 1daf0
0482e 20706
82e96 f9b01
13669 5c840
b691d 272e5
26fc6 85e2f
a074e bc958
9ffed 13865
53347 23f1f
e8080 8d7c9
a9e62 8abbf
3a538 66250
0e2e4 53be8
b8542 0fc01
5d445 b4fac
2937a 6c6f1
0fe56 86ae6
0dc4d bef2a
2417a cb9ff
cf52e ea99a
b5537 bd9a1
f8116 5e16f
5e391 a70f1
fbf08 89c3e
f6086 872f2
b1298 bedf2
49004 3cd23
d7917 5c32d
be7b1 5ce4b
f5e3f 0c0c6
66d9c e8241
1489a 19753
88749 3f1a4
951ce fd00f
cfad4 4276a
57a7a f12df
95813 add33
93b86 5eefa
32cd6 68374
ecc19 9d29f
2d518 4dcdf
17ae2 a2e1d
abfd5 60d11
6a55a 49e1e
e32a7 abc50
9b0b7 0eab5
23657 4bee2
2f66a d30f5
e6157 40880
3ee00 5acfd
3a732 26082
67277 55878
956fb ccfbc
3544b 75483
c73e7 aa297
11e1b 48380
b903b bab90
579bf 51c19
b7c75 b42ce
96385 5891a
783b8 a6dcc
65891 f510a
1eecf def92
568c4 79ebc
588d5 eaebc
2638d a3add
b6d15 4f743
5814a e5c4a
9907b c57af
9816f e78a4
9b7a1 521e0
5155c 8f219
7df53 e9f40
0bbb0 c4787
68694 56601
e8e48 bd7c7
a7e8a 809a9
87f93 abd83
98313 ea4f2
2663b 6903f
85f2b 35501
1e259 a1b6b
0eb61 34336
a7a6e ff2dd
bca76 07527
e611f 7cf01
3597b 8686a
304e1 4b907
c499c ba85f
6a595 a0dca
1dd06 2edde
bccf5 e71b5
95e3c 9bb30
dd636 2d365
ec730 d8f3f
30d94 1deee
46f93 9bf2e
fde05 8ea7d
612aa 1ed61
f4873 a936b
de966 bd645
0acbf 835b8
1dca5 45da6
de026 4ae5d
85a89 951e5
7cdce c6f8b
07e72 70b0d
af3ef b4aca
1db40 06903
746fa 571de
e5716 9137a
f4efb cc6e6
10fb2 da477
61ace 94200
d815a 89218
8f1e4 6eb5d
e6daf cc20b
4bb06 936c7
3e555 5bcea
4bd47 9fe52
17ebc 43564
f0688 6ac35
6b993 2b151
d94e1 48230
66a65 91306
3c658 8817e
44aeb 28b0c
039e0 45625
e4f91 8527f
7ba64 658b5
7aa14 ed1bf
d04b9 09fdf
a8d90 3712d
1d74c c6b6c
d3ddd a78ba
c62d0 ce1f6
303df 82833
c3ded cac58
4ab23 14b52
aed08 6e2f9
e9ace 56c28
e100a 53e80
3ff47 aa1a8
ff408 96dae
b9af3 3a503
2526f 4ff5e
70948 38566
3173e 34c49
a6853 45249
59feb 5341b
bab46 1956f
cbd32 e1c35
5a37e 2d582
080ad ce0a1
3720a 136e4
4e21e 23a0b
3cda3 84ed0
c5ade 17541
733a8 49bee
61bf4 e85ff
b219b 6ac19
a0a9d 6bf25
95220 0e85a
62717 2b51f
96853 36a93
96aa5 aeb55
fb150 f3713
f33eb e64be
25da7 58e8e
fea59 d1488
5f2df 0170d
d22ce 20dbd
93818 1e9f7
81517 21559
5c520 215d7
13090 ef34e
1c4d8 0dbb9
19730 1a314
541bb 86b9e
d1c2d 90bfd
6c0d8 1ca1b
d94c7 f3097
d63a6 bb368
72c17 61a6f
0bd98 d0b70
071f5 da168
c670c 42c44
22ee5 986a1
fd2f8 92669
1e1ab 5033b
c043c d3ac1
e2517 598c8
cd4b3 7c90f
2d3dc 73325
3f86b ebfe6
133cf c665a
510ab b8799
b07fa 9cce1
b4682 93de3
b186c 47bfe
21bf4 97cbd
6ba5c d67fe
84d3e 00fbb
45622 c8b2e
0cabb 03ddf
4fae0 78cc9
3a29c 387fd
8a2ea 9ea96
a3591 4c45b
f5f0c 71920
04822 20aca
939e4 1dfab
0146b 3f038
0254f 7109c
f2a86 55503
e60f9 ae445
f4fac 4ea1c
f42a5 cbd2c
e28ce c39b3
58f09 ec61d
a2173 3fe45
eeba7 5dd0e
c2dff 7adbe
d306b d3cd9
f823f d13f3
370f6 d1347
9dd68 64ffc
40bc1 3d48f
c2c7f b72d1
e5db1 91a13
faa96 bc0f4
16cba c49ab
988cd db9e7
62c27 e5b74
182a5 e75ad
7b746 a16be
7c73e 96172
d78a4 b869e
e4076 7bc6d
d37c8 4f259
ce62c 3190c
36d0b 813c1
bc5d4 24c9d
d35a9 c0c78
ab0ed 08ea0
16123 f304d
7e671 f1163
7e61c ddde2
9f57e a08ee
58b17 3de3e
e1b6f c3a12
b1f11 54bf2
28b79 84bf4
52a57 5fac2
23e57 fa6f9
2c775 634f1
a9861 43429
ed083 e84ed
490a3 7b4f3
7caba 12d5e
e188c 0c9f8
d71ce 6a11c
f3a53 42899
2589f 22842
6cd78 08b87
af576 0ba96
c4684 c24f8
f4916 5c520
a24d1 d7d87
f1fdc 66269
3f68c 6bc61
05e7e f904d
9f588 71020
cf38c 7165c
3eab1 13bf6
6d4f0 6d86e
2d9c5 ef5a9
6a5d3 96dcf
e1c60 c63e3
d95af ed5f1
6cd51 e4572
769ea d4d55
17dba 21d74
d6e1e e3459
2ab85 1ee0e
26adf a64b9
8e01f b15da
444a4 773e4
4ed4c 07105
31845 2b5bc
27055 2dfcc
f2472 3a24d
b7eec 5dd6c
f7437 eb092
4bda4 6a99f
e789c 06c53
7d799 1ecf6
add04 9011b
35932 98fe3
32128 7f1f4
514f5 f9560
1bd0f 07e87
72664 29808
92413 3941e
70ab0 04570
c5672 776a9
45fa0 8851c
a3a9c 508e4
07aee 8fdff
2d9cd 059e0
4548e fafc9
cb7d4 5e12e
ffffe d9209
29308 ce65c
f5744 0680a
0be00 86ced
63548 19f40
80fd3 a39ed
38c6f 4707e
09de4 5c72a
7f9b5 53105
02a3c 8865f
5d815 4cb87
7b5de 3f45a
d3fd8 ecd46
37ad0 fc489
9fba7 1da0c
8a8f2 6cfc5
ced6f 44ba7
b145a 579b8
aa231 95c3a
26dfe 3ddb1
f361a 1b455
4aa56 b67cd
cda3c 7d690
9e874 b5bea
9e1cb 2b4e1
e30c7 afd39
2fb74 9d92c
91b04 0c2f7
ddccd a8e1b
e9e9e df519
e2722 83894
c0b12 8a11e
eecf8 8abb0
b6775 894fe
a0e21 993d8
88352 6fa1a
81edf ebfe4
edf93 dce89
3229d 6b97f
35b32 d0fec
ad8bc 58df4
6a063 41fce
d9121 6e8ab
13b1a 48efb
50206 2ebae
e9a0e 0d462
20f81 f300a
08160 a68ea
33569 50e54
9da97 68712
0d30c b3d67
ea342 e304c
d2c6d 82400
5e251 122aa
4fa9b 3b365
8e2a3 1889f
1a97e daa8f
376eb b9fbb
577af 7de5c
c0d25 25a50
ab0c6 7f05e
6fc6c 83144
49e39 7b3b2
26dcd 820e5
5f266 2eb9f
09b9e 993a1
bac1e 8102b
089f1 c95b7
b47ad 162af
ef75d 593de
dca2d 19d0d
57f7b f48f9
18e27 75a43
56285 b1a2e
f1893 b0455
fdb35 c5a5e
b31dd 65d04
ebf2f 9d731
21382 f3afe
5fa3e e4cff
a0035 1c348
7f538 ccbd1
71e22 49489
e8e37 b993c
67ec0 d02d7
931f9 81e97
6203f c8ffd
20ce5 87f83
01aa3 e9c28
8568a 0cd80
f8370 3f978
9739e 81879
01658 62bd5
2a25d 3b8e9
2b888 42cf2
39a3b f9f4b
d8600 78bd8
63e30 ec7ce
9aa5b 785f9
08e9d 3fcd6
ff057 d7f9e
b2709 f08b0
30cf2 72e5b
6de56 31abc
a6ed0 eaaf1
3903c e3162
8beb3 65827
cf704 5725d
df706 90206
974a2 52698
540c1 d2a12
8a855 fcdd9
5b19c 3384e
ff26a d736f
c50f7 88be6
6d556 b38d0
e8935 f5a99
3f9dc a499c
844c6 28891
8bab2 70482
94fae 6a63f
87554 28301
16341 c5a40
415db ac1da
25397 6ebe0
5fabc fc038
6ee35 ed0e1
8767b ec71a
a5b69 3952b
39904 13851
08b1c 899d8
16180 18ea3
00818 b2381
f26d5 e09a3
1a44d 4ffff
15b41 d874d
f14f1 a30a0
af8c3 b8dfa
8646c 79b2f
db577 b98ff
cc50d 08fb6
2a92c 6511c
63f3e d7394
9ba49 92984
632a8 daae7
ae777 e2595
9e39f a723e
e141f 27262
1312d af5f1
31fa5 7dc2c
24445 675a4
9e6ce edca5
b84ae 111ea
26d94 1d485
add84 1bfaf
00c55 dc31d
f7c70 2a499
03498 d4cfa
5c0ef 72586
768dd bd65e
d4b8b d4e0c
0a4d4 f9bb2
27332 d7e77
e0b72 8fbf1
bdb6c 4825b
f35d0 e7fbe
b7771 023b6
bdbcf 8441f
9f251 86c14
6f852 e0aa5
9e7b1 06450
ba6f0 07d8e
d419e 846e0
6bac9 2bb66
2656f de9df
35a47 c5f2b
ce09c 71036
5686b 9813e
730bd 0c139
3acf3 cc445
45a64 c0275
2263c 64ebd
0e7ed 0c45b
c6235 c79bf
0177a 430d3
e0999 dd7c2
8bfde 4406a
d8f58 8a0e8
46627 2b544
7edcb 84268
e0703 9c358
146bd 04631
d2113 e02b5
c57cc cc084
cfef4 ec3ca
1cc41 c4fa6
cc56b 9993a
f1760 8c2a3
14d3b a034f
ecfcf a9829
f6de6 992c5
7cb07 11789
8387f 3dff8
82eaa 3c051
e0f15 906a0
74e83 881b6
24844 1e563
6efde 48e9a
6c3b8 67ab0
f027d 6cb0e
5103b 5cefb
c975d 8a56d
493d6 c2010
cf960 437f9
02dca 99913
e6f49 4dc38
4b68d fb72f
553bb 64ac8
d62aa f78b0
eab73 2f32f
1bc48 1f28e
4c9e1 bb9f0
6ccbd 7e9c3
67e60 ac4e5
c69a2 76acd
1f499 850a8
a47f5 05a47
cd6bf 61fa1
a4706 d3076
ce4a6 88e7d
6e658 2227e
e7abf 92210
cea96 c0750
5cd1a ab449
85339 5b297
f779e f1f82
ce400 6289b
3169f 3ef11
d3fab d618f
055c9 ff66e
4851b c0863
e4651 79f65
801cc 3dfca
b75ca b1a73
a5c1d b408f
b017c 8cca1
090b4 091e5
2e751 91d30
cd726 7868f
0318c 3b3ba
a99d5 8ace6
90d32 1bc9d
f1e8c 1a8da
515d3 850e1
ec816 e1424
8395a e6bae
3ed7d 17101
6a659 5af77
90678 56502
b0ed5 0fd27
da51b a2644
f5e98 58790
5342f 3088d
8175a f3f05
5efaa 5a3fd
944d6 773e9
18d47 101d8
f20dc 37615
e7fdb 9ee60
bf11e 27d50
6a521 955df
d225b e3ebd
2543c a814c
34c7c 56463
19b9e 5787e
3c2bb 231c7
91ba9 cd046
7e6d2 357a3
16f21 86def
0299f 5959d
2c937 db483
066af 662f2
d8ecf d3914
08d94 c65d1
a0054 8b0d4
482f5 5e333
ad769 0c3b8
53a6d 64ea2
3a29f 1aa6f
37ffc 2f518
7a621 d2156
27324 2fefd
70ed3 aafda
cd79e deda8
cea08 b84be
fb39f c42c6
e3af2 dcf3d
b8f62 1d6e6
39fb6 3f168
9b4ab f7e0e
a4a79 cbe56
2e1ce ecf40
2bd3f 297f5
2f430 fa8bc
d80ec f45dc
2fce5 f6655
a6642 f3d22
a49cf f06cc
dbae9 1877b
96982 e133f
2c5d7 e21de
33106 17297
eb70b 60668
d406d 43b4d
6966a 4a5a1
5f23c 3bfd3
7f2d0 39f0a
5963a bc31d
d8986 d27c3
e1ad6 be2b9
62680 5753f
0aa14 6d25c
57321 47a0a
2aca3 f0050
b8b30 2e436
6050c 702fc
ecdfa 8de16
447f2 04a11
04274 24029
23d09 1b4e9
0ed55 0a9bb
dc0e1 7333d
bdbd0 588a7
10d06 a4c77
6f480 27cba
4328b 6a8c4
5b09f 579b2
12809 b2e4b
d7462 1eea3
d7ff9 fc00e
c110c 9548f
e6128 2c668
db181 b36ad
04b30 a372b
91e8f 4c6de
71694 5a097
06b15 be712
8bf66 181db
d9360 d1dda
a795f 98a0c
ce6ed dce24
726aa a3b7c
9c782 c231b
5ab4a 159f7
9a971 51b1f
d61e2 0bdd5
88b29 5ed02
ea4e0 6381b
d9f6f f1970
ce3e1 1d021
7a7d4 5ce5d
5aca4 f7c6e
59bf9 c8ea4
b7f38 3d1da
f1a4a 0c3fc
ba38d f41e2
269a1 f743f
4a1fd 1fdf1
9bfd5 cf769
b71f8 a88e9
e81cd 6bd75
b084b 2c307
112d3 61031
e67e3 c04e5
137de e3002
15399 9ac8b
34003 da593
bf78d 5dabd
6c057 0863d
3e4cc 5cdb5
fd94f 50239
cfcb6 f84bd
3bb0c 8199c
55051 4e585
f12ea 20742
b9e92 d9665
0163b b342b
dd349 01cbc
b970f 1bab0
cfbe7 b8b54
72cab 6ec24
5e074 d045b
8ed38 e4c4a
1c465 13a8c
b0587 15d8f
6b52b b7808
333de 04ac1
81816 0fe99
7d5f9 48b56
d90c2 34248
4ac0d 2fe72
b67d9 5f463
fd215 9d8aa
607ec 039b3
a36a4 2b33a
97d78 8569f
0233b 95b7c
c5c47 1068b
396b5 58518
6d00f 08454
6ccbc 6133d
830f3 1111f
eabee 6dea3
b9904 e5085
43fd7 d3460
a4914 4318b
94dfa d1672
24dfd 1572c
3391c 78046
ed335 5e203
49e3f ed9b2
b4fb9 51d52
19156 1a0e3
30fdd e3a28
48d06 d12fa
082d4 f2e32
e2dd5 ef8d3
89576 67fe9
74a0d d8ae4
24279 8d9a5
b20a7 f0415
e3f0a 10894
e8e1d 280bb
94de0 e4943
dd610 5a5cb
eff03 4446d
0d4a8 90422
d1400 d85a2
81c98 f76a3
5ce52 0480c
3d1e9 af71c
4e424 a28e6
7b9fc 73086
619b3 abb26
34079 2f9a4
2fce0 5d3e1
ce2f0 9ef7b
a44f8 2c7cb
1adbb fbb9e
5fceb 90235
47e51 363ec
6b624 b68db
ae470 9bfad
1bc64 0aace
58635 5c9b9
dc808 a1089
d0689 6a449
81de5 0dea8
d3929 b3949
0341e cdb52
6bad6 b9ffd
aabfe eb1bc
a2fc5 50a1f
6aa1a 4ba65
eead1 a2d09
73b3d 29d28
c3ced 21089
5d8fd ac4b0
5fbf1 1ed98
69293 c6f09
0071d e0d62
a6d54 3ffe3
d2110 4b08d
ae850 befb3
203f2 de01c
4f119 1c3df
24f0f 69cbd
7f314 ce26b
886b1 fef39
20785 476e2
0251d 86ee0
30adf 48ac8
404db 8acab
a68a6 78b20
f7836 11387
2667f e38f9
e2b3e 1d2da
b30f2 a04c2
67fd3 3e2cc
910cf f4669
7cdcb a3817
c58d1 33805
2082b 42bc9
0ce2a aa72a
37524 5c3df
83a56 7638a
57c52 68cc6
efa13 0250c
822ab 65120
0add0 65f6a
5e972 7afd6
7c570 bd557
d62f7 84bbe
9b8b2 4a7ab
074dc cdbf1
60218 9185c
3c699 07dee
5a214 dff43
95e08 ba87c
18c79 90ee6
abc1a ff9ed
85392 73699
524c1 eb1d3
91a12 86b7b
bf426 02fec
4c398 738ca
6cd46 68298
6f9d3 fbed8
5d659 2a1ff
eeab6 26d37
365be abf3f
9621f f45a7
eed97 12af9
e3466 10878
449d4 94804
98559 2bfdd
d5d2d c15ff
c54f7 d61ca
d4069 5609a
95752 50b4f
74d4e e0849
211f6 1726e
89872 f0bc7
c9e8e 33991
76ecc 46957
2571f 9d733
61d62 a0274
d3526 2b609
d12c0 ea670
8d2a5 d3330
34af6 a74a7
846df b5857
f602a 41fc1
7b868 fc3c5
9935b cbfc8
0a240 c7c74
702a3 34469
2b9f6 f1d7b
cc0bd 22170
97560 6d686
9084a b823b
59510 0ea9e
23ff1 a0f6b
a7549 d0f4e
d6f24 83c65
93d57 fc77d
be80a 17ed6
d0853 72aba
070e8 28a81
b6b8a 2b4af
b3633 5caf5
8fc1f dc0cc
490a7 48205
a0d3f c1e52
e947a 8c150
86a10 53097
6000f 56067
5a767 57224
08b59 facf8
fa4f8 4b6dc
7f20b 885c6
0b435 21a0f
236ed 5bad8
e2506 fac2a
14a71 70479
f735e dc419
fc8cd 2b238
51692 23a1a
f1044 f49b3
195f4 16276
aec58 a2df5
9989d 97b92
6f0e7 fef3d
17df1 77bfc
87b3b 43a57
5d0f8 767c9
f51dc 8df80
eb5eb 7f39c
f0ed6 fd43f
0742b 092e7
d6d65 cc861
80214 b8522
9d378 fc12a
4789a ca898
a9b66 d7f83
d977a 59110
8c449 20504
fed91 f6eab
10d89 e8de0
88a08 1a1a9
03e07 610e9
9ff5e 88e56
4e910 1b7b1
fc7c9 26b4d
6ee0e eab28
a68ff 2d928
fa894 aad2a
76863 e23ec
66e7a 7a682
8afb6 91b54
ac8e6 d0063
da745 ceb84
16ef8 37e95
48191 915c3
648df 3ec68
7959c db973
0f6c8 a6855
c44a6 178be
dc19b 30876
09232 cec79
5a4a9 8b60e
65b9c 36c54
da788 3f9b3
98347 e61b7
28e94 710b0
130bb 50835
3e950 64e33
428af edb08
8ea22 bf799
33835 f556d
1f660 0c469
88d2c a9ba8
bb666 9c591
419d9 b99d0
eb613 c767c
3b086 33843
ac958 bf1ab
02b81 2499c
aabc6 32af5
4b1ca db3d6
887d4 18763
1d1ca a419d
9a1ad 16bb1
8a1a9 8d89e
df5a0 0136a
79e28 e42d8
fecf0 4801d
a1dae 0cca5
cb5e0 871a9
fdf63 19c89
ce321 16789
53a07 58339
a8bc1 ed24f
f18bd 4ee26
7841e 3a1de
93c62 ec5de
5c733 3fa4e
0f00a e272e
84048 379a9
7052a bb678
0c2b0 91691
7c534 fd0a4
531e8 8a9e6
31d22 1e0ea
63ddc 1a420
ca7d8 5946e
ca3bb c8920
2ce5d 193e1
981a2 87c24
a58bf b254a
73442 6f398
82811 d46f7
ff218 31a32
450e0 be5e4
f0887 52464
9c074 847d5
37f62 fd4a4
91d2d 010ba
4ee4f 71ded
37c98 242de
a6b3e cefff
42251 7e58f
a6574 a532a
f0048 268a6
b7912 55b8b
263b7 b0cc2
747cc 18cf6
9abad abb9e
52880 0d1d3
ef1ef c2266
9316b 5ee73
e0934 e41d6
a0262 bf68c
d2eff 28426
f63c8 53396
af187 533b4
592d2 32b28
0b23c b7d74
7f234 270bc
f6fad 0907f
ebf42 4e45b
612c3 b1643
d7156 6620e
27f58 3cb00
37a36 dfbba
30e5f 1ae13
d0b43 4e7fd
99fdc 5c428
a7b8e 92200
33243 3a577
4add1 d8f85
92f39 843b3
ccf73 01bfd
a4414 673f6
961e9 77ed1
27b92 0d1ee
5c7f6 268db
d4fad 644e7
a6a93 f9dc3
8b800 1bb93
99d0e 3c70f
e6128 354fb
e0b62 96fa4
975ec 811fd
3fe78 dde27
cec1d dafd7
737a8 94c0f
1c4d7 b2bb7
acf93 8a5c2
2dfda 63730
6ec78 b1a26
e9753 833da
a0e7d 69e3f
9ac7b 5923d
39e94 24edf
28d73 184e8
ee8c8 7dd3b
85d93 b641c
f452a 80d2f
a4f93 8f625
e2933 fa536
5d883 21767
751c7 9628f
15e3d 78e23
a9ab9 62477
8001d c667a
e2907 69495
d5515 61548
356aa fd8d9
ab9f3 b3623
0a514 8418d
abffb 98d66
978b5 c5121
3b91c 251bd
1bc5e 42b8f
4e32d e5306
31743 42160
1a5c8 e8a07
1ce0c c79c8
f22d8 b7046
1fb88 ba0cc
11d14 decb6
6870e 91e88
4b447 bbb43
f87db fc6da
1e96b 9e3a1
cc27c 04d8a
4fbf7 965c2
6bc96 5149d
d11f1 46c0d
77f4e cbaa4
070ee 3e4cf
18fc9 5f883
66241 95590
59741 00451
54e51 e6152
114de e3400
544f9 5a22e
9266a 054ff
1ca02 47f28
db13d 95db5
34a94 a5e7d
d8178 e83a2
0d8e2 5de63
4aaaf 99a7d
adfaa 349da
0a886 1d210
e8478 73539
7e3c7 c8728
9b466 32672
5ae0a a3b22
e5fbe 1d463
86d81 16515
d2051 5a846
86ab6 71d1c
4de8a 9e93a
dcb8d b44f5
bfa9f 8850a
56597 609de
0642f 29776
70683 ba5e1
8b952 e25e0
e8abb 9d1cd
e93fd 32d9f
f7f28 00d77
7a67c 32363
869e2 da1bc
c6947 b85e6
9ac33 f63af
a9d9f 62e58
ed396 405d4
8c76d 4a4b4
0777c 728b8
146b8 d854d
ca93a 5a3c0
1d352 f07a4
04dae 451b1
301bf 773d4
a026d 3766f
f9661 b7f20
c4517 503ed
04afd 8b310
5206b 360b6
b69cb d10b3
2121d ae078
92707 661ee
c68fd 0023b
a0cb3 f14d9
ab44c bd61b
3076d a4617
fd4e5 f8eaf
9bead 5658b
30e0d bbdd9
f6109 170c2
6766b b3e0f
784c6 b89e7
a8d03 50963
f2bdb 49b81
dfeb5 eef1f
96a06 38cac
aeac1 520db
3b7d2 6936d
9b97a d2d7a
69580 fe5c1
91b8c 70317
8f331 1d0f5
db76c e9682
3319e 5a595
b8002 e2572
74c1e 21575
081bb 0e236
06522 18544
0c4c4 dd1ad
9d226 59bbb
9b742 a7d72
5f07f 79a88
2671f a0a2f
3c81b 5aafc
2ada7 adc6b
49a0d 2631d
225aa 83b9a
cb530 497fb
aafcd 04a9f
b664b c78d2
bf6cf 72c8f
68cb8 eff2d
399e4 7b896
c27bd ba423
d2513 723a8
66670 4ec41
9128b b4551
2cd8b 48dd5
679c2 fa8e8
c3e0c 391d6
04210 446da
99462 a9b82
ec3c2 3c123
ed617 e9130
b6160 fd957
411f4 9e0b6
8be7e 26731
9a770 a3e60
42716 d0f71
ce8e9 d631f
4d221 71a1e
c652a d0bb3
7313a 05068
21867 f816d
ee0ea 3e715
006fd 02727
4cd3d b8f48
b4b96 b6b34
b6350 4146b
77679 f5564
819ea 5afe1
868e9 20681
f0dda 47c67
f621b 91dce
455b8 c90c6
13fd3 a5d13
fd26a 809ee
b1026 70c7e
230d0 3a61e
ef072 75776
9b176 87f68
60113 828e8
1f8e3 bcdc1
b5c27 ce7d8
b4510 5253d
93cc2 8ecd2
48d94 d67a2
77c01 95563
fc70f e162b
823a8 64cba
9ff2b a453e
baf7f 53ef1
184fd 6f789
fb4bc 42b2b
984ea 7c8f2
d0ea2 2ebc8
fd168 10ba4
20f6f d15a2
8eaef d6d9f
1c1a6 1dab2
b9193 e7b7b
958fc 8904f
0afdd 49453
bb640 37f2b
835bd 8cfe1
a4657 16785
b243a 9eb8a
087a2 dd80c
330b7 547f4
85e9e 930c2
12ffe 2178c
89c03 1b9f6
106e7 942b6
ed227 abcd4
9f78f feb70
28e17 4ebd7
f86b9 27d85
316a1 2f810
9514d 88eef
c3d42 2de1d
9ed7b ff994
4d6b6 801aa
7909e 914ab
2fab7 22da9
b5429 3e5d0
375a5 c2540
afecd 4fe20
7fdc2 3b60f
05341 c454b
960e2 f3ae4
0fec5 aa876
2c408 88d8b
ca1e2 f252b
3884d 6c805
da2a3 2de40
01145 62331
795a0 70f8c
7967e 8322c
b05da e6157
cec22 41e0d
a5709 23564
5466b 2ac37
52102 9c8dd
f02ad d25dd
ada83 58bfe
8fa30 3d5da
f5564 54f08
1615a e06b0
f1ed2 e371b
ca1ce 045b7
7fe54 45664
f8a53 5ce81
2be2d c0eca
98ac0 9fce3
9c261 ed2e3
828b5 41d72
4384e 50c01
9f0ef 81aed
fea43 365b9
416b1 a5d08
34aae 27b9f
5684b e1752
cd27a e9f7c
5560d dd358
ed311 835bc
ea036 e88bf
d75bd 3ea14
9e196 198d3
53e9f fab1a
a7789 0ae52
d3918 e57af
047f7 033e5
5dd43 1cd22
02803 57539
2ab23 d5ed6
14299 4c6e3
c6e5b a0a04
d335a eb42e
ad03a ed182
69720 f958f
bee67 6d891
19b4b 21c81
5a534 6436f
9bb1e 74e04
e1e51 97300
f2c38 e9f53
84a68 febab
8eb41 9798a
2f0cc e791c
fb63f 73b9c
10a32 e434b
f1ee9 4f6a0
57b43 c454e
84f57 316d2
7883f 38be9
94d5b 3b8b3
b4317 c8719
0bbcb 12c79
26ec4 62163
4a528 8935f
7fab5 f53d8
2b708 82723
191e9 62f80
ddde9 aa8bd
f9590 b9701
708cc 1b4d3
b3f75 2a659
a1c7d cb6a1
e4fa5 6879d
6a3a1 8f092
15439 499cd
eb5a9 3beb9
5dee7 78df6
3aeea e3f95
2db18 d2732
0b584 b2a2b
34c5c 50fc5
cb56d 4c433
748c3 7d8e6
7e948 dda05
45200 58cc2
d8ac5 390ec
50c79 993c9
83f69 23f94
601e9 bffe5
e24a7 7d2cd
2a84f b979a
aa440 865cb
ccab6 32906
2fa68 4641b
95f2a 6394f
4ed7d 6ed35
2e300 7bbac
b077f 96ff5
00075 c135c
4fcd8 8ccd1
b405c 04b4e
aad45 555b7
6aac6 6ec08
30abf 9f143
81c50 9f37e
7f0d9 f2ce6
e6377 6507b
39f5c c41ec
18447 e485e
2eda7 20672
3f46c d465c
725d9 a2f59
c178d 1e3ff
571cb 3d2b4
7d7f5 793c3
a9fb2 38374
5715b d394c
ad804 cbc51
f679a 189d0
43c71 03d0b
0a8c9 1801e
30c36 16fc0
09c8f c2df3
0f949 3df54
800b9 7e3f2
3edfe 10f44
e7150 52bd4
1387d 5e99b
325f0 b6f53
be099 43d1c
b457c d19ae
4f33a b0476
40bc2 c6ac8
d1fb3 dd573
59d26 e9ac8
f660c d4046
a97e2 1d1c8
71923 ce1df
e8be2 819f5
bd07b 12bc2
09231 552f4
02a7d 12759
fa931 c12cd
cee70 526d5
5793a 62135
8bdab 389da
f91b5 41287
e8e7b 8676b
9a286 79668
664dd 68672
6142f b66cc
2e487 d1629
6780e 0b798
a7cc6 26b48
3fee9 f7dc6
7573a b6302
df7ee 2e54f
19c28 2e77b
b1b9a f63fc
702a8 8ac24
87144 3b43f
c72db ebc56
1a503 0feb1
85fe0 97185
1c1c4 01e09
5377f 37c8e
f3efb a8359
5bb30 e5d23
d26ec dde5c
c0689 c9126
f69f8 7f9ae
1e13b ecf79
ceccf 87ba8
e2b7b 67777
99758 5603e
da774 4e399
71ebd 19553
5d8e2 021a4
f4d50 58620
71944 d0d02
2fa11 334d7
6d75f f6a30
cb353 66cab
843b5 adbe6
940eb 4ab1d
b9c1f 6ae11
46b06 b23bf
52d72 f1e63
3b2cb 9a53d
9ee82 08eac
c2f2e 0bc5b
c60b2 46f4f
c5bc3 e28a0
de244 e2e52
46d98 05a97
78c38 47991
49356 142be
c537b 67661
4e595 adf4d
ac01e 5129d
2bfff cc6c5
2aedb 22839
816b5 32492
fa163 238c6
d78e4 d0d8d
fbe52 59df8
a22da b6acf
d0d52 ce936
f88c0 9bccb
bd478 dc869
43e6c f3201
d8eab ab6c0
4385e 0573a
8b4a3 24742
16eb1 67f65
32108 276b4
90ac3 b97e9
3fe7f 493c3
4de23 846e3
e3353 5eb1d
08206 69a2f
25840 fac0c
467cf 1c66c
63d8e 4cde3
e728b 42e87
22c39 f3d98
98ab8 53ca9
c4916 e5b13
c9afc a1881
f8aaf 66376
d6e41 83fa0
aa96d 431fa
62e80 47cf7
29c6f e651f
60036 3bf18
2076e 08f95
917fc 95292
36d8e fa0a6
6e557 2d457
867aa 239ec
edec6 bccd1
3cf9a 73aab
bf168 3100c
38a75 af068
83d4e 70d06
51b10 075e8
94217 0e684
e2808 41cf0
3b037 82ec3
a24bc dcbfb
fdb82 797e4
6ffdb 39f93
bc8af a4585
fbcde 4c304
f1974 31ad3
35cdd 70cd5
79cfa f468b
e7d4a 90730
f58f0 a8f8d
a9c02 84328
57b29 277cd
4324c 8c505
